symbol,date,n_candidates,chosen,settle,rejected,rejected_settles,reason
PA,2017-05-26,4,id2012,787.1,id1953|id1953|id2012,786.95|786.95|787.1,matches next day (roll already happened)
PA,2017-06-28,4,id244,866.95,id2012|id2012|id244,871.5|871.5|866.95,matches next day (roll already happened)
PA,2017-10-27,4,id87402,959.65,id87402|id500|id500,959.65|959.35|959.35,matches next day (roll already happened)
PA,2017-11-28,4,id1247,1020.65,id1247|id87402|id87402,1020.65|1022.05|1022.05,matches next day (roll already happened)
PA,2017-12-27,4,id5907,1069.1,id1247|id1247|id5907,1071.65|1071.65|1069.1,matches next day (roll already happened)
PA,2018-01-29,4,id101704,1087.35,id5907|id5907|id101704,1086.05|1086.05|1087.35,matches next day (roll already happened)
PA,2018-02-26,4,id5022,1054.6,id101704|id101704|id5022,1056.5|1056.5|1054.6,matches next day (roll already happened)
PA,2018-07-27,4,id17046,926.5,id1449|id1449|id17046,925.9|925.9|926.5,matches next day (roll already happened)
PA,2018-11-28,4,id2616,1155.3,id805|id805|id2616,1178.3|1178.3|1155.3,matches next day (roll already happened)
PA,2018-12-27,4,id101122,1251.2,id101122|id2616|id2616,1251.2|1253.4|1253.4,matches next day (roll already happened)
PA,2019-02-26,4,id1990,1523.5,id9160|id9160|id1990,1533.6|1533.6|1523.5,matches next day (roll already happened)
PA,2019-04-26,4,id2258,1451.9,id167376|id167376|id2258,1452.2|1452.2|1451.9,matches next day (roll already happened)
PA,2019-12-27,4,id40480,1881.0,id27986|id27986|id40480,1881.1|1881.1|1881.0,matches next day (roll already happened)
PA,2020-01-29,4,id413,2224.1,id40480|id40480|id413,2247.2|2247.2|2224.1,matches next day (roll already happened)
PA,2020-02-26,4,id32191,2692.8,id32191|id413|id413,2692.8|2714.7|2714.7,matches next day (roll already happened)
PA,2020-03-27,4,id17742,2225.3,id32191|id32191|id17742,2226.8|2226.8|2225.3,matches next day (roll already happened)
PA,2020-06-26,4,id135,1872.9,id15|id15|id135,1874.2|1874.2|1872.9,matches next day (roll already happened)
PA,2020-11-25,4,id11535,2342.6,id11535|id2339|id2339,2342.6|2341.6|2341.6,matches next day (roll already happened)
PA,2021-01-27,4,id13343,2309.2,id931|id931|id13343,2305.2|2305.2|2309.2,matches next day (roll already happened)
PA,2021-02-24,4,id615,2422.1,id13343|id13343|id615,2420.8|2420.8|2422.1,matches next day (roll already happened)
PA,2021-05-26,4,id362,2748.2,id113|id113|id362,2748.5|2748.5|2748.2,matches next day (roll already happened)
PA,2021-08-27,4,id478,2404.0,id25|id25|id478,2402.2|2402.2|2404.0,matches next day (roll already happened)
PA,2021-11-26,4,id3795,1789.1,id3795|id1079|id1079,1789.1|1786.0|1786.0,matches next day (roll already happened)
PA,2021-12-29,4,id1095,1982.7,id1095|id3795|id3795,1982.7|1984.8|1984.8,matches next day (roll already happened)
PA,2022-01-27,4,id3790,2359.9,id3790|id1095|id1095,2359.9|2362.5|2362.5,matches next day (roll already happened)
PA,2022-02-24,4,id5282,2501.1,id3790|id3790|id5282,2498.6|2498.6|2501.1,matches next day (roll already happened)
PA,2022-11-28,4,id76,1837.1,id5042|id5042|id76,1834.5|1834.5|1837.1,matches next day (roll already happened)
PA,2023-01-27,4,id18138,1595.2,id18138|id225|id225,1595.2|1591.2|1591.2,matches next day (roll already happened)
PA,2023-02-24,4,id286,1377.3,id18138|id18138|id286,1374.3|1374.3|1377.3,matches next day (roll already happened)
PA,2023-05-26,4,id22571,1423.5,id22571|id4513|id4513,1423.5|1431.5|1431.5,matches next day (roll already happened)
PA,2023-10-27,4,id42007977,1136.7,id42007977|id4124011|id4124011,1136.7|1124.2|1124.2,matches next day (roll already happened)
PA,2023-12-27,4,id42004865,1151.6,id256|id256|id42004865,1144.8|1144.8|1151.6,matches next day (roll already happened)
PA,2024-01-29,4,id42047017,977.5,id42047017|id42004865|id42004865,977.5|974.3|974.3,matches next day (roll already happened)
PA,2024-04-26,4,id42001053,957.4,id42000644|id42000644|id42001053,957.4|957.4|957.4,matches next day (roll already happened)
PA,2024-12-27,4,id42003164,902.1,id42003164|id4127888|id4127888,902.1|893.6|893.6,matches next day (roll already happened)
PA,2025-01-29,4,id42021158,970.6,id42003164|id42003164|id42021158,966.6|966.6|970.6,matches next day (roll already happened)
PA,2025-02-26,4,id4127894,922.9,id4127894|id42021158|id42021158,922.9|920.5|920.5,matches next day (roll already happened)
PA,2025-09-26,4,id42004068,1292.9,id4127891|id4127891|id42004068,1291.4|1291.4|1292.9,matches next day (roll already happened)
PA,2026-02-25,4,id4127896,1834.8,id4127896|id42050347|id42050347,1834.8|1834.1|1834.1,matches next day (roll already happened)
PA,2026-03-27,4,id42001863,1393.0,id4127896|id4127896|id42001863,1390.9|1390.9|1393.0,matches next day (roll already happened)
PA,2026-06-26,4,id42000152,1209.2,id42000152|id4127885|id4127885,1209.2|1209.0|1209.0,matches next day (roll already happened)
PL,2010-06-28,4,id109309,1565.6,id184434|id184434|id109309,1565.6|1565.6|1565.6,matches next day (roll already happened)
PL,2010-07-28,4,id134576,1539.5,id109309|id109309|id134576,1539.5|1539.5|1539.5,matches next day (roll already happened)
PL,2010-08-27,4,id177080,1537.0,id177080|id134576|id134576,1537.0|1537.0|1537.0,matches next day (roll already happened)
PL,2010-09-28,4,id108298,1635.7,id108298|id177080|id177080,1635.7|1635.7|1635.7,matches next day (roll already happened)
PL,2010-10-27,4,id118274,1676.1,id118274|id108298|id108298,1676.1|1676.1|1676.1,matches next day (roll already happened)
PL,2010-11-26,4,id162556,1645.2,id118274|id118274|id162556,1645.2|1645.2|1645.2,matches next day (roll already happened)
PL,2010-12-29,4,id107072,1754.2,id107072|id162556|id162556,1754.2|1754.2|1754.2,matches next day (roll already happened)
PL,2011-01-27,4,id123447,1800.1,id123447|id107072|id107072,1800.1|1800.1|1800.1,matches next day (roll already happened)
PL,2011-02-24,4,id124412,1786.8,id123447|id123447|id124412,1786.8|1786.8|1786.8,matches next day (roll already happened)
PL,2011-03-29,4,id125935,1740.6,id125935|id124412|id124412,1740.6|1740.6|1740.6,matches next day (roll already happened)
PL,2011-04-27,4,id133310,1825.2,id125935|id125935|id133310,1825.2|1825.2|1825.2,matches next day (roll already happened)
PL,2011-05-26,4,id111118,1778.1,id111118|id133310|id133310,1778.1|1778.1|1778.1,matches next day (roll already happened)
PL,2011-06-28,4,id130458,1691.7,id111118|id111118|id130458,1691.7|1691.7|1691.7,matches next day (roll already happened)
PL,2011-07-27,4,id125799,1808.0,id125799|id130458|id130458,1808.0|1806.9|1806.9,matches next day (roll already happened)
PL,2011-08-29,4,id142333,1825.0,id125799|id125799|id142333,1825.0|1825.0|1825.0,matches next day (roll already happened)
PL,2011-09-28,4,id174401,1534.2,id142333|id142333|id174401,1534.2|1534.2|1534.2,matches next day (roll already happened)
PL,2011-10-27,4,id30894,1637.6,id30894|id174401|id174401,1637.6|1637.6|1637.6,matches next day (roll already happened)
PL,2011-11-28,4,id38370,1538.5,id30894|id30894|id38370,1538.0|1538.0|1538.5,matches next day (roll already happened)
PL,2011-12-28,4,id191163,1387.7,id191163|id38370|id38370,1387.7|1387.7|1387.7,matches next day (roll already happened)
PL,2012-01-27,4,id56541,1620.4,id191163|id191163|id56541,1620.0|1620.0|1620.4,matches next day (roll already happened)
PL,2012-02-27,4,id62944,1712.8,id56541|id56541|id62944,1711.8|1711.8|1712.8,matches next day (roll already happened)
PL,2012-03-28,4,id106233,1635.2,id62944|id62944|id106233,1635.1|1635.1|1635.2,matches next day (roll already happened)
PL,2012-04-26,4,id49784,1566.2,id106233|id106233|id49784,1566.2|1566.2|1566.2,matches next day (roll already happened)
PL,2012-05-29,4,id37749,1426.6,id49784|id49784|id37749,1426.3|1426.3|1426.6,matches next day (roll already happened)
PL,2012-06-27,4,id157083,1409.7,id157083|id37749|id37749,1409.7|1409.7|1409.7,matches next day (roll already happened)
PL,2012-07-27,4,id51182,1406.7,id157083|id157083|id51182,1406.7|1406.7|1406.7,matches next day (roll already happened)
PL,2012-08-29,4,id36482,1519.3,id36482|id51182|id51182,1519.3|1519.2|1519.2,matches next day (roll already happened)
PL,2013-01-29,4,id276117,1677.4,id276117|id53033|id53033,1677.4|1677.4|1677.4,matches next day (roll already happened)
PL,2013-02-26,4,id399808,1615.4,id276117|id276117|id399808,1615.4|1615.4|1615.4,matches next day (roll already happened)
PL,2013-04-26,4,id89998,1475.2,id83897|id83897|id89998,1475.2|1475.2|1475.2,matches next day (roll already happened)
PL,2014-01-29,4,id59779,1406.5,id71372|id71372|id59779,1406.4|1406.4|1406.5,matches next day (roll already happened)
PL,2014-02-26,4,id24398,1428.2,id24398|id59779|id59779,1428.2|1428.2|1428.2,matches next day (roll already happened)
PL,2014-09-26,4,id137612,1302.0,id1981|id1981|id137612,1303.5|1303.5|1302.0,matches next day (roll already happened)
PL,2014-11-25,4,id1117,1223.6,id1117|id1173|id1173,1223.6|1223.6|1223.6,matches next day (roll already happened)
PL,2014-12-29,4,id109637,1201.7,id109637|id1117|id1117,1201.7|1201.3|1201.3,matches next day (roll already happened)
PL,2015-03-27,4,id158316,1143.6,id158316|id111592|id111592,1143.6|1144.6|1144.6,matches next day (roll already happened)
PL,2015-06-26,4,id1234,1080.7,id3929|id3929|id1234,1080.7|1080.7|1080.7,matches next day (roll already happened)
PL,2015-11-25,4,id70811,842.8,id3308|id3308|id70811,842.5|842.5|842.8,matches next day (roll already happened)
PL,2015-12-29,4,id1570,891.2,id70811|id70811|id1570,890.6|890.6|891.2,matches next day (roll already happened)
PL,2016-01-27,4,id8497,880.1,id1570|id1570|id8497,880.4|880.4|880.1,matches next day (roll already happened)
PL,2016-02-25,4,id182563,926.5,id182563|id8497|id8497,926.5|926.1|926.1,matches next day (roll already happened)
PL,2016-11-28,4,id716,921.3,id716|id12115|id12115,921.3|921.3|921.3,matches next day (roll already happened)
PL,2016-12-28,4,id122021,899.6,id122021|id716|id716,899.6|898.8|898.8,matches next day (roll already happened)
PL,2017-01-27,4,id250012,979.3,id122021|id122021|id250012,979.4|979.4|979.3,matches next day (roll already happened)
PL,2017-02-24,4,id1874,1027.2,id250012|id250012|id1874,1026.5|1026.5|1027.2,matches next day (roll already happened)
PL,2017-03-29,4,id182700,952.5,id182700|id1874|id1874,952.5|952.1|952.1,matches next day (roll already happened)
PL,2017-05-26,4,id861,961.1,id1107|id1107|id861,959.8|959.8|961.1,matches next day (roll already happened)
PL,2017-06-28,4,id1950,921.7,id1950|id861|id861,921.7|920.7|920.7,matches next day (roll already happened)
PL,2017-10-27,4,id87411,910.9,id87411|id24575|id24575,910.9|910.6|910.6,matches next day (roll already happened)
PL,2017-11-28,4,id199,951.6,id199|id87411|id87411,951.6|950.1|950.1,matches next day (roll already happened)
PL,2017-12-27,4,id8842,923.7,id199|id199|id8842,922.8|922.8|923.7,matches next day (roll already happened)
PL,2018-01-29,4,id100736,1008.3,id8842|id8842|id100736,1009.0|1009.0|1008.3,matches next day (roll already happened)
PL,2018-02-26,4,id1608,1000.3,id100736|id100736|id1608,998.8|998.8|1000.3,matches next day (roll already happened)
PL,2018-07-27,4,id16768,826.8,id12154|id12154|id16768,826.4|826.4|826.8,matches next day (roll already happened)
PL,2018-11-28,4,id2331,824.8,id819|id819|id2331,824.2|824.2|824.8,matches next day (roll already happened)
PL,2018-12-27,4,id6453,796.1,id2331|id2331|id6453,795.5|795.5|796.1,matches next day (roll already happened)
PL,2019-02-26,4,id20249,857.8,id7854|id7854|id20249,857.0|857.0|857.8,matches next day (roll already happened)
PL,2019-04-26,4,id4012,898.9,id220395|id220395|id4012,898.2|898.2|898.9,matches next day (roll already happened)
PL,2019-12-27,4,id101074,950.4,id101074|id898|id898,950.4|949.3|949.3,matches next day (roll already happened)
PL,2020-01-29,4,id1553,970.9,id101074|id101074|id1553,968.6|968.6|970.9,matches next day (roll already happened)
PL,2020-02-26,4,id1523,912.6,id1523|id1553|id1553,912.6|912.3|912.3,matches next day (roll already happened)
PL,2020-03-27,4,id189584,740.3,id189584|id1523|id1523,740.3|740.0|740.0,matches next day (roll already happened)
PL,2020-06-26,4,id12973,809.9,id465|id465|id12973,811.1|811.1|809.9,matches next day (roll already happened)
PL,2020-11-25,4,id4208,967.8,id2414|id2414|id4208,967.3|967.3|967.8,matches next day (roll already happened)
PL,2021-01-27,4,id214,1074.7,id214|id153173|id153173,1074.7|1075.5|1075.5,matches next day (roll already happened)
PL,2021-02-24,4,id5133,1256.1,id214|id214|id5133,1255.6|1255.6|1256.1,matches next day (roll already happened)
PL,2021-05-26,4,id22420,1198.2,id22420|id762|id762,1198.2|1198.4|1198.4,matches next day (roll already happened)
PL,2021-08-27,4,id4925,1006.3,id1526|id1526|id4925,1005.8|1005.8|1006.3,matches next day (roll already happened)
PL,2021-11-26,4,id499,953.6,id66|id66|id499,953.4|953.4|953.6,matches next day (roll already happened)
PL,2021-12-29,4,id852,968.5,id499|id499|id852,968.2|968.2|968.5,matches next day (roll already happened)
PL,2022-01-27,4,id4034,1020.6,id852|id852|id4034,1021.7|1021.7|1020.6,matches next day (roll already happened)
PL,2022-02-24,4,id5294,1060.9,id4034|id4034|id5294,1060.4|1060.4|1060.9,matches next day (roll already happened)
PL,2022-11-28,4,id982,1012.3,id4899|id4899|id982,1017.0|1017.0|1012.3,matches next day (roll already happened)
PL,2023-01-27,4,id13699,1007.6,id1092|id1092|id13699,1007.4|1007.4|1007.6,matches next day (roll already happened)
PL,2023-02-24,4,id3145,907.6,id13699|id13699|id3145,902.0|902.0|907.6,matches next day (roll already happened)
PL,2023-05-26,4,id3710,1036.2,id3710|id5715|id5715,1036.2|1031.2|1031.2,matches next day (roll already happened)
PL,2023-10-27,4,id42007969,897.7,id5462|id5462|id42007969,897.2|897.2|897.7,matches next day (roll already happened)
PL,2023-12-27,4,id581,1002.1,id42000252|id42000252|id581,1000.1|1000.1|1002.1,matches next day (roll already happened)
PL,2024-01-29,4,id42012844,929.1,id581|id581|id42012844,928.6|928.6|929.1,matches next day (roll already happened)
PL,2024-04-26,4,id42000987,914.7,id42000987|id4797|id4797,914.7|914.3|914.3,matches next day (roll already happened)
PL,2024-12-27,4,id4127886,919.5,id42007080|id42007080|id4127886,917.5|917.5|919.5,matches next day (roll already happened)
PL,2025-01-29,4,id42023632,966.4,id4127886|id4127886|id42023632,965.4|965.4|966.4,matches next day (roll already happened)
PL,2025-02-26,4,id42010696,970.5,id42010696|id42023632|id42023632,970.5|967.8|967.8,matches next day (roll already happened)
PL,2025-09-26,4,id4127889,1582.0,id4127889|id42003249|id42003249,1582.0|1582.7|1582.7,matches next day (roll already happened)
PL,2026-02-25,4,id42026743,2325.6,id42026743|id42080971|id42080971,2325.6|2325.6|2325.6,matches next day (roll already happened)
PL,2026-03-27,4,id4127892,1871.2,id4127892|id42026743|id42026743,1871.2|1870.6|1870.6,matches next day (roll already happened)
PL,2026-06-26,4,id4127887,1630.6,id42005224|id42005224|id4127887,1630.9|1630.9|1630.6,matches next day (roll already happened)
QG,2010-06-28,4,id192048,4.733,id192048|id192047|id192047,4.73|4.72|4.72,matches next day (roll already happened)
QG,2010-07-28,4,id192049,4.718,id192048|id192048|id192049,4.77|4.77|4.72,matches next day (roll already happened)
QG,2010-08-27,4,id192050,3.705,id192050|id192049|id192049,3.7|3.65|3.65,matches next day (roll already happened)
QG,2010-09-28,4,id192051,3.951,id192050|id192050|id192051,3.84|3.84|3.95,matches next day (roll already happened)
QG,2010-10-27,4,id192052,3.763,id192052|id192051|id192051,3.76|3.29|3.29,matches next day (roll already happened)
QG,2010-12-28,4,id192059,4.288,id192053|id192053|id192059,4.22|4.22|4.29,matches next day (roll already happened)
QG,2011-01-27,4,id192054,4.319,id192059|id192059|id192054,4.32|4.32|4.32,matches next day (roll already happened)
QG,2011-02-24,4,id192060,3.872,id192054|id192054|id192060,3.79|3.79|3.87,matches next day (roll already happened)
QG,2011-03-29,4,id192055,4.263,id192055|id192060|id192060,4.26|4.24|4.24,matches next day (roll already happened)
QG,2011-04-27,4,id192061,4.408,id192055|id192055|id192061,4.38|4.38|4.41,matches next day (roll already happened)
QG,2011-05-26,4,id192056,4.36,id192056|id192061|id192061,4.36|4.33|4.33,matches next day (roll already happened)
QG,2011-06-28,4,id192062,4.354,id192062|id192056|id192056,4.35|4.36|4.36,matches next day (roll already happened)
QG,2011-07-27,4,id192057,4.318,id192057|id192062|id192062,4.32|4.37|4.37,matches next day (roll already happened)
QG,2011-08-29,4,id192063,3.83,id192063|id192057|id192057,3.83|3.86|3.86,matches next day (roll already happened)
QG,2011-09-28,4,id192058,3.799,id192058|id192063|id192063,3.8|3.76|3.76,matches next day (roll already happened)
QG,2011-10-27,4,id192064,3.764,id192058|id192058|id192064,3.52|3.52|3.76,matches next day (roll already happened)
QG,2011-11-28,4,id194184,3.525,id192064|id192064|id194184,3.36|3.36|3.52,matches next day (roll already happened)
QG,2011-12-28,4,id194190,3.121,id194184|id194184|id194190,3.08|3.08|3.12,matches next day (roll already happened)
QG,2012-01-27,4,id194185,2.756,id194190|id194190|id194185,2.68|2.68|2.76,matches next day (roll already happened)
QG,2012-02-27,4,id194191,2.603,id194185|id194185|id194191,2.45|2.45|2.6,matches next day (roll already happened)
QG,2012-03-28,4,id194186,2.282,id194191|id194191|id194186,2.19|2.19|2.28,matches next day (roll already happened)
QG,2012-04-26,4,id194192,2.126,id194186|id194186|id194192,2.04|2.04|2.13,matches next day (roll already happened)
QG,2012-05-29,4,id194187,2.485,id194187|id194192|id194192,2.48|2.43|2.43,matches next day (roll already happened)
QG,2012-06-27,4,id194193,2.798,id194187|id194187|id194193,2.77|2.77|2.8,matches next day (roll already happened)
QG,2012-07-27,4,id194188,3.015,id194193|id194193|id194188,3.01|3.01|3.02,matches next day (roll already happened)
QG,2012-08-29,4,id194194,2.685,id194194|id194188|id194188,2.68|2.63|2.63,matches next day (roll already happened)
QG,2013-01-29,4,id116988,3.258,id116987|id116987|id116988,3.23|3.23|3.26,matches next day (roll already happened)
QG,2013-02-26,4,id116983,3.456,id116983|id116988|id116988,3.46|3.43|3.43,matches next day (roll already happened)
QG,2013-04-26,4,id116985,4.223,id116985|id116986|id116986,4.22|4.15|4.15,matches next day (roll already happened)
QG,2014-01-29,4,id126494,5.465,id126493|id126493|id126494,5.56|5.56|5.46,matches next day (roll already happened)
QG,2014-02-26,4,id126495,4.541,id126494|id126494|id126495,4.86|4.86|4.54,matches next day (roll already happened)
QG,2014-09-26,4,id126502,4.029,id126502|id126501|id126501,4.03|3.98|3.98,matches next day (roll already happened)
QG,2014-11-25,4,id126504,4.403,id126504|id126503|id126503,4.4|4.28|4.28,matches next day (roll already happened)
QG,2014-12-29,4,id126505,3.199,id126505|id126504|id126504,3.2|3.19|3.19,matches next day (roll already happened)
QG,2015-03-27,4,id126508,2.639,id126507|id126507|id126508,2.59|2.59|2.64,matches next day (roll already happened)
QG,2015-06-26,4,id126511,2.77,id126510|id126510|id126511,2.77|2.77|2.77,matches next day (roll already happened)
QG,2015-11-25,4,id126516,2.299,id126515|id126515|id126516,2.21|2.21|2.3,matches next day (roll already happened)
QG,2015-12-29,4,id126517,2.37,id126516|id126516|id126517,2.37|2.37|2.37,matches next day (roll already happened)
QG,2016-01-27,4,id126518,2.157,id126518|id126517|id126517,2.16|2.19|2.19,matches next day (roll already happened)
QG,2016-02-25,4,id126519,1.785,id126518|id126518|id126519,1.71|1.71|1.78,matches next day (roll already happened)
QG,2016-11-28,4,id168989,3.32,id168989|id126527|id126527,3.32|3.23|3.23,matches next day (roll already happened)
QG,2016-12-28,4,id168990,3.898,id168989|id168989|id168990,3.93|3.93|3.9,matches next day (roll already happened)
QG,2017-01-27,4,id168991,3.358,id168990|id168990|id168991,3.39|3.39|3.36,matches next day (roll already happened)
QG,2017-02-24,4,id168992,2.787,id168992|id168991|id168991,2.79|2.63|2.63,matches next day (roll already happened)
QG,2017-03-29,4,id168993,3.231,id168992|id168992|id168993,3.18|3.18|3.23,matches next day (roll already happened)
QG,2017-05-26,4,id168995,3.31,id168994|id168994|id168995,3.24|3.24|3.31,matches next day (roll already happened)
QG,2017-06-28,4,id168996,3.094,id168995|id168995|id168996,3.07|3.07|3.09,matches next day (roll already happened)
QG,2017-10-27,4,id169000,2.964,id168999|id168999|id169000,2.75|2.75|2.96,matches next day (roll already happened)
QG,2017-11-28,4,id100178,3.128,id100178|id169000|id169000,3.13|3.07|3.07,matches next day (roll already happened)
QG,2017-12-27,4,id100184,2.732,id100178|id100178|id100184,2.74|2.74|2.73,matches next day (roll already happened)
QG,2018-01-29,4,id100188,3.167,id100188|id100184|id100184,3.17|3.63|3.63,matches next day (roll already happened)
QG,2018-02-26,4,id111232,2.686,id100188|id100188|id111232,2.64|2.64|2.69,matches next day (roll already happened)
QG,2018-07-27,4,id111240,2.782,id111238|id111238|id111240,2.82|2.82|2.78,matches next day (roll already happened)
QG,2018-11-28,4,id111246,4.699,id111246|id111243|id111243,4.7|4.72|4.72,matches next day (roll already happened)
QG,2018-12-27,4,id111247,3.546,id111246|id111246|id111247,3.64|3.64|3.55,matches next day (roll already happened)
QG,2019-02-26,4,id111249,2.796,id111249|id111248|id111248,2.8|2.86|2.86,matches next day (roll already happened)
QG,2019-04-26,4,id111252,2.58,id111251|id111251|id111252,2.57|2.57|2.58,matches next day (roll already happened)
QG,2019-12-27,4,id111263,2.231,id111261|id111261|id111263,2.16|2.16|2.23,matches next day (roll already happened)
QG,2020-01-29,4,id111265,1.865,id111263|id111263|id111265,1.88|1.88|1.86,matches next day (roll already happened)
QG,2020-02-26,4,id111268,1.837,id111265|id111265|id111268,1.82|1.82|1.84,matches next day (roll already happened)
QG,2020-03-27,4,id111269,1.671,id111269|id111268|id111268,1.67|1.63|1.63,matches next day (roll already happened)
QG,2020-06-26,4,id111274,1.544,id111273|id111273|id111274,1.5|1.5|1.54,matches next day (roll already happened)
QG,2020-11-25,4,id111291,2.961,id111284|id111284|id111291,2.9|2.9|2.96,matches next day (roll already happened)
QG,2021-01-27,4,id111294,2.702,id111293|id111293|id111294,2.76|2.76|2.7,matches next day (roll already happened)
QG,2021-02-24,4,id111296,2.795,id111296|id111294|id111294,2.8|2.85|2.85,matches next day (roll already happened)
QG,2021-05-26,4,id111301,3.027,id111301|id111299|id111299,3.03|2.98|2.98,matches next day (roll already happened)
QG,2021-08-27,4,id111311,4.388,id111305|id111305|id111311,4.37|4.37|4.39,matches next day (roll already happened)
QG,2021-11-26,4,id143984,5.477,id143984|id111314|id111314,5.48|5.45|5.45,matches next day (roll already happened)
QG,2021-12-29,4,id129856,3.85,id129856|id143984|id143984,3.85|4.02|4.02,matches next day (roll already happened)
QG,2022-01-27,4,id154903,4.283,id129856|id129856|id154903,6.26|6.26|4.28,matches next day (roll already happened)
QG,2022-02-24,4,id156565,4.641,id154903|id154903|id156565,4.57|4.57|4.64,matches next day (roll already happened)
QG,2022-11-28,4,id152340,7.196,id130438|id130438|id152340,6.71|6.71|7.2,matches next day (roll already happened)
QG,2023-01-27,4,id199997,2.849,id175886|id175886|id199997,3.11|3.11|2.85,matches next day (roll already happened)
QG,2023-02-24,4,id140642,2.548,id140642|id199997|id199997,2.55|2.45|2.45,matches next day (roll already happened)
QG,2023-05-26,4,id158325,2.417,id158325|id163607|id163607,2.42|2.18|2.18,matches next day (roll already happened)
QG,2023-10-27,4,id116631,3.483,id150611|id150611|id116631,3.16|3.16|3.48,matches next day (roll already happened)
QG,2023-12-27,4,id56065,2.437,id56044|id56044|id56065,2.62|2.62|2.44,matches next day (roll already happened)
QG,2024-01-29,4,id950,2.054,id950|id56065|id56065,2.05|2.49|2.49,matches next day (roll already happened)
QG,2024-04-26,4,id945,1.923,id945|id946|id946,1.92|1.61|1.61,matches next day (roll already happened)
QG,2024-12-27,4,id899,3.383,id902|id902|id899,3.51|3.51|3.38,matches next day (roll already happened)
QG,2025-01-29,4,id896,3.17,id896|id899|id899,3.17|3.54|3.54,matches next day (roll already happened)
QG,2025-02-26,4,id892,3.959,id892|id896|id896,3.96|3.91|3.91,matches next day (roll already happened)
QG,2025-09-26,4,id864,3.206,id864|id869|id869,3.21|2.84|2.84,matches next day (roll already happened)
QG,2026-02-25,4,id1008,2.868,id1008|id1021|id1021,2.87|2.97|2.97,matches next day (roll already happened)
QG,2026-03-27,4,id996,3.025,id1008|id1008|id996,3.1|3.1|3.02,matches next day (roll already happened)
QG,2026-06-26,4,id992,3.279,id994|id994|id992,3.23|3.23|3.28,matches next day (roll already happened)
RB,2010-06-30,4,id50849,2.0604,id1297|id1297|id50849,2.06|2.06|2.06,matches next day (roll already happened)
RB,2010-07-30,4,id100056,2.1224,id100056|id50849|id50849,2.12|2.11|2.11,matches next day (roll already happened)
RB,2010-08-31,4,id203579,1.8574,id203579|id100056|id100056,1.86|1.89|1.89,matches next day (roll already happened)
RB,2010-09-30,4,id251306,2.0361,id203579|id203579|id251306,2.04|2.04|2.04,matches next day (roll already happened)
RB,2010-10-29,4,id305569,2.0594,id251306|id251306|id305569,2.1|2.1|2.06,matches next day (roll already happened)
RB,2010-11-30,4,id350847,2.1868,id350847|id305569|id305569,2.19|2.27|2.27,matches next day (roll already happened)
RB,2010-12-31,4,id403198,2.4303,id403198|id350847|id350847,2.43|2.45|2.45,matches next day (roll already happened)
RB,2011-01-31,4,id456406,2.5001,id403198|id403198|id456406,2.49|2.49|2.5,matches next day (roll already happened)
RB,2011-02-28,4,id500739,2.8927,id500739|id456406|id456406,2.89|2.73|2.73,matches next day (roll already happened)
RB,2011-03-31,4,id557737,3.1077,id500739|id500739|id557737,3.11|3.11|3.11,matches next day (roll already happened)
RB,2011-04-29,4,id608673,3.3984,id557737|id557737|id608673,3.46|3.46|3.4,matches next day (roll already happened)
RB,2011-05-31,4,id650973,3.0503,id608673|id608673|id650973,3.15|3.15|3.05,matches next day (roll already happened)
RB,2011-06-30,4,id705113,2.9692,id650973|id650973|id705113,3.03|3.03|2.97,matches next day (roll already happened)
RB,2011-07-29,4,id751660,3.0579,id705113|id705113|id751660,3.11|3.11|3.06,matches next day (roll already happened)
RB,2011-08-31,4,id815639,2.8763,id751660|id751660|id815639,3.03|3.03|2.88,matches next day (roll already happened)
RB,2011-09-30,4,id856155,2.5381,id856155|id815639|id815639,2.54|2.63|2.63,matches next day (roll already happened)
RB,2011-10-31,4,id69880,2.6057,id69880|id856155|id856155,2.61|2.64|2.64,matches next day (roll already happened)
RB,2011-11-30,4,id48260,2.5584,id48260|id69880|id69880,2.56|2.57|2.57,matches next day (roll already happened)
RB,2011-12-30,4,id116526,2.6574,id116526|id48260|id48260,2.66|2.69|2.69,matches next day (roll already happened)
RB,2012-01-31,4,id207639,2.8909,id207639|id116526|id116526,2.89|2.89|2.89,matches next day (roll already happened)
RB,2012-02-29,4,id252095,3.2572,id207639|id207639|id252095,3.04|3.04|3.26,matches next day (roll already happened)
RB,2012-03-30,4,id305112,3.3081,id252095|id252095|id305112,3.39|3.39|3.31,matches next day (roll already happened)
RB,2012-04-30,4,id356356,3.1246,id356356|id305112|id305112,3.12|3.18|3.18,matches next day (roll already happened)
RB,2012-05-31,4,id403634,2.7227,id403634|id356356|id356356,2.72|2.82|2.82,matches next day (roll already happened)
RB,2012-06-29,4,id453958,2.6318,id403634|id403634|id453958,2.73|2.73|2.63,matches next day (roll already happened)
RB,2012-07-31,4,id502330,2.7743,id453958|id453958|id502330,2.91|2.91|2.77,matches next day (roll already happened)
RB,2012-08-31,4,id553425,2.9728,id502330|id502330|id553425,3.11|3.11|2.97,matches next day (roll already happened)
RB,2012-09-28,4,id607654,2.9201,id553425|id553425|id607654,3.34|3.34|2.92,matches next day (roll already happened)
RB,2012-11-30,4,id739093,2.7303,id688146|id688146|id739093,2.76|2.76|2.73,matches next day (roll already happened)
